,Impulsivity,Reckless_behaviour,Blurting,Interrupting,Talkative,Difficulty_delaying_gratification,Difficulty_waiting_turn,Misjudged_time,Inattention,Fidgety,Restless,Difficulty_concentrating,Needed_deadlines,Irritable,Impatient,Stubborn,Bored,Difficulty_sleeping,Checking_for_mistakes,Difficult_to_touch_rubbish,Contamination_concerns,Performed_rituals,Compulsions_1,Checking,Try_to_prevent_harm,Checking_so_nothing_terrible_would_happen,Rituals_for_protection,Fear_of_mistakes,Perfectionism,Responsibility_to_ensure_everything_was_in_order,Very_strict_with_self,One_right_way_to_do_things,Upsetting_thoughts,Obsessive_thoughts,Compulsions_2,Fear_of_acting_on_compulsions,Guilt_about_obsessions,Thoughts_would_harm_other_people_unintentionally,Having_upsetting_thought_made_it_more_likely_to_happen,Repeat_words_to_stop_obsessions,Need_for_order,Strict_routine_doing_ordinary_things,Do_everything_exactly_right_leaving_home,Got_stuck_doing_routine_behaviours,Suicidal_ideation,Intrusive_thoughts_about_self_harm,Suicidal_ideation_and_plans,Told_someone_about_suicidality,Fear_of_fear,Sought_help_for_panic,Rush_of_fear_and_related_impairment,Fear_of_specific_situations,Claustrophobia,Safety_zone,Thought_might_be_dying,Afraid_of_physical_symptoms,Frightened_by_nausea,Fear_of_loss_of_control,Disconnected_or_detached,Racing_or_pounding_heart,Trembling,Feeling_anxious_,Fear,Avoidance_of_social_situations_1,Avoid_disagreeing_with_others,Concerns_about_being_observed_public_speaking,Tension_headaches_before_social_situations,Angry,Bad_temper,Guilt_about_anger,Felt_like_breaking_things,Anger_fixation,Resentful,Guilt_and_low_self_worth,Envy,Hostile,Loss_of_control_of_drinking,Using_larger_amounts_of_alcohol_than_intended,Fast_drinking_for_quick_effect,Drank_for_negative_affect,Drank_because_nothing_to_do,Drank_because_angry_with_self,Drank_because_lonely,Drank_because_annoyed,Drank_because_tense,Drank_because_of_physical_pain,Large_amounts_of_time_drinking,Used_drugs_to_get_high,Time_recovering_from_drugs,Drank_because_deserved_it,Drank_to_unwind,Depressed_mood,Felt__attacked,Paranoia__people_are_against_them_,Thoughts_of_people_trying_to_upset_deliberately,Olfactory_hallucination,Sense_of_unreality,Sense_of_danger_or_dread,Something_seriously_wrong_with_body,Lights_or_colours_seemed_brighter,Paranormal_experiences,Thought_insertion,Doubted_dreams_were_the_product_of_own_mind,Thought_broadcasting,Someone_something_playing_games_with_mind,Felt_part_of_body_did_not_belong,Paranoia__people_want_to_hurt_them,Paranoia__being_followed_or_observed,Auditory_hallucinations,Mistook_noises_for_voices,Ideas_of_reference,Special_powers,Felt_was_very_special,Had_a_sixth_sense,Heard_voices,Anxious_arousal_due_to_trauma,Dysphoria_due_to_trauma,Avoidance_of_cues_and_emotional_detachment,Self_blame_for_trauma,Trauma_amnesia,Reexperiencing_trauma,Social_interaction_concerns,Role_and_relationship_impairment_from_drug_use,Relationship_friction_around_drug_use,Urge_to_use_drugs,Money_problems_due_to_drug_use,Used_drugs_in_hazardous_situations,Prioritising_drug_use,Dependence_on_drugs,Withdrawal_from_drugs,Had_to_keep_taking_drugs_once_started,Used_drugs_after_deciding_not_to,Tolerance_to_drugs,More_drugs_than_intended_and_despite_psychological_problems,Suicidal_plans,Hopelessness,Suicidal_thoughts__better_off_dead,Unafraid_of_dying,Worry_about_panic,Fear_of_leaving_the_house_alone,Nervous_or_anxious,Panic_episode,Afraid_would_have_a_heart_attack_stroke_suffocate_or_die,Chest_pain,Felt_could_not_breathe,Dizzy_or_lightheaded,Feared_fainting,Avoidance_of_social_situations_2,Avoidance_of_crowded_places,Fear_of_negative_evaluation,Fear_of_being_centre_of_attention,Drinking_large_amounts,Felt_should_cut_down_drinking,Anhedonia,Felt_like_a_failure
Thoughts_of_people_trying_to_upset_deliberately,0.262869244,0.27605779,0.307325452,0.21996154,0.206653487,0.23441786,0.264241689,0.251704796,0.339269214,0.282423596,0.260973266,0.315621343,0.208780273,0.343767682,0.313393094,0.303655556,0.259687973,0.239799336,0.333580938,0.223639969,0.257642907,0.211707048,0.327295437,0.243718965,0.291037464,0.277492073,0.233233232,0.366910314,0.303730159,0.242180466,0.294679975,0.294432952,0.377227295,0.324254779,0.272088031,0.378017118,0.346767569,0.275247464,0.317255627,0.286144397,0.26501672,0.268521072,0.259235591,0.281713715,0.289087745,0.31727755,0.307852728,0.199946096,0.314589603,0.225821664,0.354585583,0.341854237,0.238475246,0.2841884,0.327189569,0.310102029,0.301358249,0.370360505,0.292846384,0.307498679,0.289134801,0.34825537,0.367578193,0.32301347,0.242227942,0.352226351,0.26174966,0.337343092,0.289905098,0.254776871,0.280105439,0.367683964,0.404828065,0.343430545,0.256947727,0.298824477,0.153909764,0.096007965,0.162470419,0.191124751,0.141955741,0.169278,0.15468154,0.155605001,0.156637718,0.118668363,0.146627979,0.16246104,0.154167668,0.111424597,0.069117025,0.360861084,0.41374957,0.544049865,1,0.228843036,0.396126583,0.324726788,0.310504697,0.261874041,0.344336957,0.296063108,0.278389815,0.375716491,0.383896715,0.239666363,0.458539059,0.403924007,0.298480693,0.229286151,0.261530124,0.28997624,0.257785213,0.210937807,0.315158571,0.315852674,0.3154521,0.328316247,0.265061709,0.226483885,0.311214162,0.333655239,0.190481981,0.166997543,0.17275971,0.146787649,0.072905601,0.156791552,0.180225733,0.158028874,0.143602266,0.157499934,0.166383745,0.186199619,0.280446778,0.343428416,0.327785991,0.165707136,0.285482212,0.284945353,0.291905791,0.339907619,0.244078972,0.27267473,0.281008318,0.27216929,0.228122963,0.281323588,0.269340789,0.358653263,0.325802752,0.095372395,0.061701192,0.324354575,0.321048729
Olfactory_hallucination,0.158509546,0.15764259,0.22515127,0.177846323,0.153353091,0.163489885,0.172098549,0.191202703,0.233328161,0.20309246,0.165909223,0.20097459,0.102943251,0.173515963,0.176229463,0.139852333,0.166211838,0.166175355,0.219077995,0.185892911,0.193057222,0.168428442,0.225641401,0.174538214,0.199240698,0.183356795,0.211740227,0.19167142,0.18076836,0.148301655,0.140416648,0.181760105,0.221030337,0.189869196,0.17887074,0.233707559,0.182669087,0.192365711,0.210447563,0.211205779,0.162362255,0.177770476,0.1612752,0.18233555,0.167560486,0.209348609,0.177816071,0.132718213,0.218939733,0.159080551,0.21829979,0.243070486,0.212401077,0.172279875,0.233750225,0.211940449,0.222136061,0.225871728,0.231800302,0.194084077,0.213431621,0.18249893,0.202512864,0.183716602,0.137344349,0.184070956,0.187308113,0.169959466,0.142419654,0.117039193,0.166215597,0.162737908,0.16241794,0.165716512,0.09048626,0.148857504,0.089425932,0.074269295,0.096164235,0.097204549,0.099775437,0.097879975,0.06629074,0.095525828,0.089031909,0.106329363,0.094246664,0.092780353,0.116305839,0.074906853,0.046428765,0.181008917,0.180619988,0.272948976,0.228843036,1,0.353169437,0.292540579,0.254624114,0.366637702,0.372810365,0.289850259,0.289715743,0.300484727,0.273927902,0.264114599,0.252891596,0.265827346,0.377936521,0.292763972,0.256390076,0.277746903,0.240194275,0.314408339,0.343415822,0.195038579,0.197648614,0.187727501,0.163401789,0.184694954,0.194666803,0.1811961,0.124640862,0.140690683,0.116314407,0.118166554,0.134746273,0.149894699,0.146123584,0.135445184,0.122517546,0.061315979,0.162754333,0.133456505,0.166276191,0.195437937,0.19782728,0.155185571,0.194816377,0.212557439,0.143820834,0.233756581,0.211116646,0.213738834,0.221155261,0.22873176,0.217986841,0.170657332,0.197611285,0.167752171,0.16935281,0.063919675,0.030196665,0.172078854,0.170130492
Sense_of_unreality,0.308674001,0.331376337,0.35530192,0.259592232,0.247017568,0.294378229,0.286727992,0.332998148,0.430795599,0.368344096,0.31392321,0.390434039,0.254842768,0.3183795,0.330708188,0.290267093,0.299916197,0.29945187,0.396812054,0.221218601,0.255999179,0.256952492,0.378519427,0.265909416,0.333363966,0.290826537,0.257668643,0.390951509,0.340744415,0.233721638,0.290616336,0.290886095,0.426300919,0.382947813,0.311965669,0.424731509,0.368003038,0.313315925,0.369325565,0.349421305,0.285811936,0.302977312,0.258718442,0.30733633,0.344178696,0.371186324,0.363565829,0.226735145,0.361901314,0.225263231,0.403148149,0.396351344,0.275639224,0.309158976,0.358194665,0.368239677,0.309569889,0.443039847,0.398834012,0.342570676,0.341548364,0.382231497,0.410424568,0.343254317,0.270898423,0.363128517,0.302240844,0.325801697,0.288430011,0.254700658,0.329108236,0.326387519,0.349669943,0.363720871,0.242312392,0.274086154,0.17932079,0.159269095,0.191691145,0.197356574,0.184373671,0.197781633,0.165925174,0.155105442,0.169272396,0.172153199,0.187013916,0.226451642,0.218844979,0.120709624,0.079727103,0.372187437,0.313525314,0.467675749,0.396126583,0.353169437,1,0.43456582,0.392663895,0.451507231,0.519966127,0.420788829,0.387795128,0.514965557,0.411003194,0.361999445,0.418449334,0.470537758,0.525985737,0.432719086,0.358245484,0.348331974,0.344628386,0.300120045,0.521092476,0.32604623,0.317301887,0.322259695,0.292276559,0.305755704,0.331364192,0.346738579,0.271421889,0.232446383,0.241507357,0.188857774,0.200669343,0.193788572,0.224367526,0.132732187,0.171638024,0.161042949,0.245984469,0.235987832,0.339258536,0.378146634,0.379948529,0.24908044,0.31302279,0.300229389,0.311114337,0.397376974,0.300486209,0.30781747,0.34983704,0.321038632,0.283608392,0.283680362,0.330304054,0.338027792,0.331358958,0.140673517,0.060335866,0.344488441,0.340430638
Sense_of_danger_or_dread,0.263151561,0.272063772,0.33015158,0.236875964,0.240797944,0.280438089,0.239683598,0.31115588,0.400392669,0.323108514,0.270774572,0.386022231,0.257638075,0.325741307,0.331206053,0.261170825,0.288624427,0.301609713,0.332588151,0.217994409,0.229254978,0.262437234,0.328241412,0.235076101,0.314605885,0.299969561,0.246799173,0.371001711,0.299599424,0.260026387,0.297752208,0.264413793,0.425687857,0.326358583,0.279837696,0.396465814,0.354527408,0.294960097,0.341281681,0.27242316,0.282900297,0.258493692,0.245380904,0.280932855,0.297015165,0.323062035,0.314318348,0.172359611,0.412345582,0.266657607,0.470362234,0.430139987,0.336642895,0.329319042,0.424099733,0.411248729,0.36178701,0.405625329,0.384603789,0.39565316,0.334079374,0.432226499,0.475968168,0.37427807,0.274420671,0.378490112,0.332634656,0.30280852,0.239565268,0.236936588,0.270726672,0.307421602,0.32791547,0.374598528,0.249480879,0.255578744,0.182806166,0.146030538,0.158114645,0.190566505,0.159534414,0.210315674,0.158523926,0.170568111,0.213180765,0.173503635,0.147987752,0.17874989,0.168400816,0.128366655,0.09613001,0.397707801,0.258964711,0.412371424,0.324726788,0.292540579,0.43456582,1,0.37237695,0.346708762,0.394243144,0.299723202,0.238072151,0.363101686,0.295412076,0.2766672,0.405981465,0.389271199,0.323022725,0.280783244,0.260384444,0.284779517,0.284190946,0.274593069,0.32829966,0.373305614,0.347311068,0.35449603,0.300954611,0.31470044,0.357532192,0.378378307,0.191720501,0.155378296,0.182809234,0.165269589,0.105548045,0.147337236,0.198978652,0.142796092,0.157977052,0.165413424,0.162217948,0.193221413,0.286372291,0.387569683,0.355078391,0.214143604,0.383389314,0.347530761,0.383468394,0.465110766,0.339611738,0.372040257,0.403290627,0.356074855,0.297450975,0.326733269,0.340129223,0.353675047,0.354933997,0.137563915,0.09431264,0.374508633,0.36465972
Something_seriously_wrong_with_body,0.285260416,0.259152492,0.285705459,0.226105031,0.221725931,0.265241172,0.217323905,0.281538733,0.369122546,0.283563349,0.233337149,0.358105965,0.217318116,0.265763311,0.292330684,0.232399851,0.257381541,0.285117224,0.336086491,0.201474268,0.242014411,0.210180125,0.31169456,0.230129501,0.273329395,0.262173188,0.218237015,0.317570651,0.297939637,0.245382655,0.257878249,0.26877041,0.374101635,0.291342658,0.262208107,0.343828421,0.293274864,0.234631062,0.290976476,0.248109056,0.250576898,0.25392785,0.253504784,0.252456467,0.272118143,0.272961009,0.302337487,0.178224931,0.333207803,0.225380519,0.355342017,0.366427026,0.251523309,0.309618266,0.385056038,0.395157852,0.302117489,0.345535158,0.334089912,0.340657528,0.326244685,0.353685993,0.372004821,0.331778682,0.259790578,0.3291985,0.265481743,0.239584447,0.194544008,0.182866277,0.212055132,0.258027841,0.28437593,0.327584649,0.232275681,0.227947771,0.185884651,0.142394572,0.172510664,0.20296539,0.180078183,0.208320139,0.180644912,0.168556363,0.190827884,0.218470474,0.138614539,0.233397212,0.173563298,0.134844469,0.117290506,0.367696394,0.255955825,0.403360453,0.310504697,0.254624114,0.392663895,0.37237695,1,0.34554013,0.371099623,0.242323045,0.250469444,0.326870746,0.277061178,0.277649294,0.369112676,0.335294983,0.321266808,0.247081759,0.248052961,0.263071649,0.319856159,0.250810298,0.283679832,0.291245061,0.284847429,0.272940636,0.208142811,0.240489374,0.266356716,0.319427633,0.260627499,0.201089253,0.241485017,0.171131932,0.167705459,0.230368653,0.237718246,0.146331117,0.17356615,0.12262256,0.185392871,0.192365779,0.289427502,0.361495249,0.345055538,0.213883999,0.299317416,0.300500987,0.289344262,0.323929992,0.35534799,0.33498007,0.33700186,0.326141915,0.276076403,0.291505279,0.284246955,0.311298095,0.304796198,0.128460955,0.108099828,0.33378229,0.320761857
Lights_or_colours_seemed_brighter,0.241996167,0.246466196,0.271267658,0.205830004,0.203108318,0.232153282,0.220109799,0.272805207,0.334538064,0.29320638,0.26790509,0.306001889,0.181099828,0.258995787,0.275865836,0.239278182,0.245026491,0.239325522,0.309691157,0.211706149,0.23997256,0.229819622,0.287721321,0.246475247,0.252888092,0.25330325,0.228735664,0.281213351,0.257826757,0.182497129,0.202131414,0.232312533,0.309582287,0.285000688,0.244405402,0.304481613,0.252945791,0.244112126,0.273193502,0.285234662,0.238192017,0.230164075,0.24395707,0.263752089,0.235813627,0.26746144,0.244303417,0.172301436,0.288865929,0.222243938,0.301752675,0.316381039,0.250283232,0.247019738,0.282203795,0.292417869,0.266316612,0.317223706,0.34558221,0.283950467,0.273026853,0.276787352,0.298861264,0.264470127,0.17765984,0.255064018,0.246133269,0.246292297,0.224592863,0.199216425,0.244951648,0.227326353,0.235025126,0.244864137,0.152959958,0.211454367,0.107370865,0.079675083,0.130543054,0.133704261,0.120791791,0.149339939,0.109269148,0.117154896,0.128300597,0.13386465,0.130379722,0.222924187,0.194363761,0.097596923,0.071200808,0.259681377,0.216967157,0.341403919,0.261874041,0.366637702,0.451507231,0.346708762,0.34554013,1,0.412967696,0.328635152,0.295227857,0.369853449,0.31019355,0.348701043,0.303730665,0.378521221,0.405565494,0.362594213,0.264558642,0.335782856,0.30174715,0.271172239,0.422679397,0.246433995,0.247568443,0.250515267,0.204767764,0.249915342,0.253533445,0.25707179,0.257674738,0.20182029,0.243258343,0.197760583,0.193258166,0.237041969,0.237174044,0.173465308,0.173559762,0.120124108,0.219216327,0.225955444,0.250165073,0.265374103,0.263277344,0.201471928,0.262069465,0.280675392,0.225409792,0.302305408,0.256516738,0.26949561,0.321034381,0.28115864,0.256611096,0.220321251,0.26271628,0.229760367,0.23773103,0.084582729,0.044878819,0.243244111,0.22838025
Paranormal_experiences,0.29567794,0.288348731,0.308945978,0.219678311,0.196517735,0.237168536,0.223016141,0.256620889,0.341634734,0.288340156,0.293827665,0.294420783,0.169742914,0.253767022,0.266444209,0.205939099,0.235080131,0.250008301,0.340886993,0.217999791,0.259678767,0.270314825,0.353821033,0.266883154,0.310328614,0.290716028,0.296056533,0.307779569,0.292068793,0.236882485,0.258021175,0.250385885,0.352463759,0.302625231,0.28809961,0.364374068,0.312577155,0.270945164,0.312538034,0.328941335,0.2645871,0.287850718,0.25082318,0.284615443,0.254260211,0.282270332,0.272051959,0.194368306,0.305605733,0.223310093,0.325301722,0.332431853,0.248435483,0.254494892,0.325623584,0.319563318,0.239657858,0.353137791,0.340945608,0.296114541,0.274454393,0.288527039,0.328047848,0.275181721,0.214896403,0.27059051,0.246362673,0.258976516,0.21365256,0.202218984,0.239148161,0.252899275,0.270744639,0.28035998,0.151638551,0.215680776,0.172095547,0.120569043,0.158047573,0.202686573,0.152530498,0.212820743,0.177375147,0.177843105,0.17759262,0.158866902,0.165829637,0.283784338,0.227211566,0.16512005,0.104367447,0.291281819,0.285915018,0.436527817,0.344336957,0.372810365,0.519966127,0.394243144,0.371099623,0.412967696,1,0.383171112,0.407295227,0.423903882,0.424050983,0.36852142,0.412133137,0.480525368,0.49849541,0.378253103,0.354521843,0.449024533,0.382029395,0.444387838,0.488063192,0.306616877,0.307694737,0.304084777,0.262618657,0.271070137,0.303523756,0.266216792,0.345554055,0.300693373,0.296380469,0.227209093,0.243272,0.271770125,0.274603317,0.199863161,0.229345984,0.218159682,0.266416212,0.276505875,0.272579446,0.301518339,0.293929363,0.217153101,0.275440657,0.282799498,0.238889212,0.32273581,0.268471236,0.298093278,0.309078489,0.274725064,0.24386525,0.234329967,0.264936326,0.248746163,0.252776902,0.096528063,0.06902971,0.265552132,0.259657945
Thought_insertion,0.228697093,0.237213719,0.238676351,0.15447352,0.133682868,0.199861547,0.179890053,0.215548993,0.269430147,0.245865225,0.216461292,0.252197784,0.136277199,0.2226424,0.222698553,0.21142884,0.202869251,0.188652041,0.262852382,0.177956159,0.190824629,0.240633061,0.285762107,0.20082205,0.253305408,0.236702312,0.270862067,0.262956289,0.234505282,0.179938932,0.228035058,0.197107262,0.306808529,0.257443971,0.303713519,0.329869588,0.28477558,0.262145366,0.292682611,0.313345359,0.233906644,0.267567115,0.239097348,0.255380475,0.253730365,0.324963033,0.265501649,0.224823322,0.254326566,0.184383733,0.263956103,0.271492627,0.217395317,0.218402871,0.274154911,0.25016146,0.224327592,0.309351306,0.291492376,0.234152998,0.223146132,0.259057638,0.27956632,0.226329005,0.183330474,0.236871199,0.182415021,0.231663609,0.194072214,0.193592442,0.224961428,0.221897842,0.23100042,0.249825293,0.152582266,0.175476641,0.139524006,0.12589088,0.161417026,0.177404928,0.111030622,0.208080838,0.134629142,0.142485815,0.140240677,0.147988836,0.147066282,0.184062223,0.186582856,0.129618372,0.067857083,0.260650238,0.225551581,0.299774935,0.296063108,0.289850259,0.420788829,0.299723202,0.242323045,0.328635152,0.383171112,1,0.405238881,0.417996243,0.39951709,0.38233661,0.329212543,0.346456574,0.381906467,0.337530415,0.32843691,0.369988303,0.26022375,0.206266586,0.471062496,0.227712396,0.235558072,0.239509386,0.23758612,0.238607526,0.241604751,0.232627922,0.211732802,0.150225076,0.231834576,0.135048011,0.168416472,0.190696316,0.202048777,0.092194735,0.160307787,0.138220241,0.175590301,0.228490793,0.278914555,0.277406804,0.263440188,0.170715566,0.246807254,0.264859995,0.204771768,0.271243548,0.199803673,0.200923233,0.254466925,0.235530096,0.220589411,0.216546329,0.227168177,0.214176764,0.212987534,0.110529177,0.066001848,0.251746082,0.230953963
Doubted_dreams_were_the_product_of_own_mind,0.203404197,0.242702827,0.246482451,0.169957371,0.152731139,0.182192346,0.213451413,0.191419392,0.241447072,0.216347331,0.202807032,0.225491176,0.129594838,0.180482354,0.197883027,0.167664208,0.202398089,0.164993922,0.223003525,0.174705517,0.210305727,0.222472485,0.266976975,0.192323179,0.216897163,0.230743643,0.259926399,0.228336487,0.211582525,0.170991274,0.19045694,0.182776934,0.270527829,0.248992469,0.279780425,0.300349179,0.228180757,0.253126298,0.28125876,0.314235464,0.219586838,0.243416849,0.239059865,0.2202609,0.224227038,0.29819733,0.231537508,0.166369563,0.227121645,0.171626311,0.231291102,0.219046189,0.193281505,0.198649889,0.249981332,0.236432538,0.196664437,0.273227604,0.251456607,0.199238276,0.211196703,0.217842276,0.236018284,0.189742477,0.167687041,0.214683277,0.174525025,0.198908665,0.183226789,0.147820841,0.196290199,0.198170856,0.220930633,0.200514329,0.140474296,0.163411054,0.152963374,0.133775877,0.16527487,0.151289858,0.152405507,0.172232086,0.133426881,0.168472607,0.126749157,0.11997896,0.162677212,0.131530924,0.125284636,0.112428145,0.081385554,0.216328622,0.242338401,0.291590867,0.278389815,0.289715743,0.387795128,0.238072151,0.250469444,0.295227857,0.407295227,0.405238881,1,0.361759002,0.368037944,0.374953294,0.291212311,0.345339151,0.371027286,0.312452751,0.344965747,0.363987306,0.30240509,0.257663939,0.419253927,0.204553552,0.205337061,0.206202295,0.188603719,0.174239475,0.216215481,0.205671282,0.181383049,0.184029012,0.132171984,0.107458952,0.129579741,0.12998555,0.126169212,0.133999488,0.11194236,0.115296828,0.103184714,0.177172303,0.253960169,0.218942246,0.230379955,0.149336194,0.216165864,0.22955116,0.182837901,0.235614866,0.192821604,0.215390303,0.248333681,0.200730336,0.213338727,0.169091515,0.176335643,0.203486802,0.187840434,0.131442629,0.086598207,0.221302813,0.181645159
Thought_broadcasting,0.28359082,0.314631431,0.333671887,0.225132469,0.19548178,0.277834516,0.270106261,0.277049448,0.389082758,0.330190063,0.296491315,0.354136042,0.208715665,0.304094056,0.298423538,0.27131949,0.292343903,0.269731046,0.363291078,0.212365441,0.239617526,0.27843462,0.37493883,0.240070997,0.321489471,0.306958634,0.277761584,0.383226231,0.32380899,0.244451685,0.293487126,0.296845226,0.420550833,0.357523249,0.335060107,0.429228888,0.355943996,0.292982129,0.364500152,0.342155418,0.290028715,0.315524141,0.283522012,0.311005151,0.326385908,0.36669144,0.339104962,0.230240453,0.347144169,0.262314168,0.387535893,0.381710305,0.276011994,0.309101385,0.343823994,0.320183028,0.30775163,0.424742288,0.384918437,0.321527237,0.307468902,0.36309312,0.384352359,0.335635904,0.261918524,0.36672681,0.295603057,0.295606484,0.253188965,0.255394091,0.285867867,0.306673503,0.329845233,0.350864257,0.24657651,0.256348865,0.169627885,0.147367515,0.203751893,0.200279272,0.179067703,0.225047093,0.173784639,0.165489824,0.191756476,0.186266619,0.1735992,0.242725022,0.203179125,0.118923932,0.084902518,0.359812258,0.315342,0.463579869,0.375716491,0.300484727,0.514965557,0.363101686,0.326870746,0.369853449,0.423903882,0.417996243,0.361759002,1,0.408779927,0.339402018,0.394520142,0.453652288,0.416985377,0.327208197,0.390918168,0.357015168,0.334680065,0.285656913,0.465253982,0.287468951,0.285507386,0.289651315,0.26354604,0.270132171,0.281100633,0.351659259,0.276356951,0.24954982,0.246995248,0.195884812,0.175639859,0.23615798,0.224122922,0.141889429,0.189303225,0.241089917,0.215917349,0.26469563,0.320467255,0.366106174,0.352823543,0.203890765,0.324840389,0.312834778,0.301654197,0.366146724,0.27079147,0.290857098,0.329067742,0.304426201,0.266498083,0.301546225,0.305388454,0.348256356,0.328222526,0.12741292,0.090810242,0.339109713,0.328384011
Someone_something_playing_games_with_mind,0.227981034,0.232480423,0.244812234,0.186129863,0.165138875,0.180939079,0.192560127,0.227613369,0.278675255,0.24410712,0.225830038,0.258205208,0.159728018,0.226890652,0.237763154,0.212078597,0.207042968,0.199848056,0.265238242,0.160856304,0.204804003,0.215562974,0.281737004,0.224684297,0.254470175,0.223260533,0.229404757,0.27891038,0.228369698,0.187381207,0.211029578,0.241307109,0.297359141,0.283409325,0.283593791,0.318845828,0.270377604,0.281589812,0.281349016,0.317152493,0.213085718,0.243908901,0.250781971,0.2563252,0.24287537,0.283663993,0.263448603,0.20161618,0.240692677,0.199679133,0.279096601,0.27084775,0.193171238,0.204965933,0.269818291,0.244972087,0.206377782,0.295554495,0.261902066,0.249503348,0.228254131,0.251199304,0.287450647,0.229666698,0.176501437,0.256901062,0.195127659,0.229470831,0.193889416,0.158804585,0.207837246,0.239783304,0.272972286,0.267393107,0.172125867,0.194835455,0.132591416,0.083065627,0.138153538,0.158200831,0.143485282,0.17732144,0.15674462,0.13414936,0.10974274,0.123459402,0.134352023,0.193006542,0.181570073,0.106777043,0.051973514,0.27725376,0.33829961,0.404096608,0.383896715,0.273927902,0.411003194,0.295412076,0.277061178,0.31019355,0.424050983,0.39951709,0.368037944,0.408779927,1,0.302784918,0.395333729,0.41040765,0.368942233,0.307588702,0.316516464,0.351919678,0.286007293,0.237119758,0.432371443,0.261249124,0.256282759,0.250535981,0.230324578,0.22837512,0.245808844,0.24825195,0.276524653,0.167635362,0.194953455,0.196576516,0.195560092,0.191856953,0.173949001,0.152769712,0.153484561,0.160742476,0.188348786,0.211939548,0.262669211,0.28362454,0.273470377,0.168641081,0.229202064,0.221171236,0.214641177,0.28143293,0.208343844,0.20693705,0.236271283,0.250823976,0.210152305,0.204149055,0.222799147,0.244024465,0.237303389,0.076685525,0.033353936,0.253209303,0.255406341
Felt_part_of_body_did_not_belong,0.165463433,0.207652302,0.183557598,0.115464341,0.11025377,0.171748996,0.162664242,0.185219762,0.227460444,0.205955727,0.182334801,0.212002079,0.13879627,0.179508487,0.173319703,0.149571225,0.171658448,0.170154905,0.238117332,0.156213279,0.181820733,0.197118809,0.238706343,0.188990153,0.216056877,0.2136779,0.235386976,0.237003258,0.206336299,0.169411485,0.195194149,0.189970028,0.265442788,0.228174341,0.255484595,0.270728664,0.228928681,0.224056483,0.237586378,0.290893966,0.208069521,0.223661449,0.224948781,0.223641455,0.20986261,0.304645821,0.23188137,0.189921926,0.238584982,0.164133686,0.236982877,0.24868956,0.210692207,0.226960904,0.236634998,0.222543604,0.204560415,0.266170627,0.311067864,0.219543213,0.2137541,0.221071757,0.238928921,0.195166428,0.153272501,0.193711235,0.185094314,0.184562457,0.15504813,0.165329896,0.19108659,0.167309555,0.170147487,0.208306417,0.131763826,0.143612779,0.12060657,0.092121372,0.131244151,0.147740287,0.096005437,0.161946266,0.113189447,0.142329437,0.148471716,0.137037268,0.114409884,0.167471736,0.21676535,0.119554982,0.053371,0.223190818,0.219014656,0.266261432,0.239666363,0.264114599,0.361999445,0.2766672,0.277649294,0.348701043,0.36852142,0.38233661,0.374953294,0.339402018,0.302784918,1,0.289851919,0.330787009,0.305532727,0.273624905,0.263113837,0.296665475,0.232833424,0.223357935,0.33977278,0.240383122,0.235930846,0.242179901,0.189004132,0.225813538,0.235113224,0.193511737,0.256304324,0.219841346,0.196117883,0.171093492,0.135451723,0.215676688,0.196706228,0.138829451,0.184395933,0.187759716,0.188274894,0.204526663,0.24516881,0.228962295,0.239010837,0.145715752,0.23636374,0.245732326,0.187218289,0.243220187,0.192881205,0.202926263,0.246854683,0.207771283,0.222214088,0.173449356,0.19724287,0.183430733,0.18285947,0.086115774,0.048718077,0.204157082,0.207014979
